length	Evalue	attribute
6.2 	42	other
6.2 	36	other
6.0 	45	other
5.4 	43	other
11.0 	45	other
5.0 	45	other
56.3 	270	other
9.6 	43	other
6.2 	41	other
6.2 	40	other
180.5 	288	nifK
5.4 	39	other
5.6 	48	other
7.5 	43	other
7.5 	21	other
5.9 	36	other
5.9 	39	other
5.3 	34	other
5.3 	36	other
11.2 	42	other
11.2 	23	other
5.4 	39	other
55.5 	268	other
7.5 	39	other
7.5 	44	other
5.8 	25	other
5.8 	31	other
8.5 	46	other
8.5 	77	other
6.6 	49	other
58.4 	274	other
5.6 	42	other
9.6 	123	other
7.8 	54	other
9.5 	171	other
9.9 	55	other
9.9 	35	other
9.8 	49	other
7.0 	36	other
7.0 	42	other
10.9 	46	other
5.8 	42	other
6.7 	46	other
6.7 	48	other
6.7 	37	other
5.6 	37	other
7.5 	45	other
7.5 	74	other
56.0 	270	other
189.4 	292	nifK
6.6 	33	other
98.4 	143	nifK
78.0 	133	nifK
10.0 	62	other
7.7 	35	other
6.1 	31	other
6.0 	42	other
6.8 	50	other
8.1 	38	other
10.1 	62	other
10.1 	28	other
56.7 	268	other
5.4 	41	other
5.4 	55	other
7.0 	43	other
7.3 	50	other
53.8 	271	other
8.4 	47	other
8.4 	83	other
5.9 	41	other
5.9 	42	other
5.0 	52	other
6.2 	42	other
6.2 	36	other
6.0 	45	other
5.4 	43	other
11.0 	45	other
5.0 	45	other
188.9 	293	nifK
5.0 	49	other
6.0 	42	other
7.3 	45	other
55.1 	268	other
5.6 	39	other
5.1 	40	other
6.5 	32	other
153.4 	241	nifK
31.3 	49	nifK
5.8 	44	other
7.3 	45	other
7.3 	22	other
6.0 	46	other
7.2 	40	other
7.2 	52	other
7.9 	43	other
7.9 	74	other
5.9 	39	other
6.6 	32	other
54.8 	269	other
94.0 	138	nifK
90.8 	147	nifK
6.2 	35	other
6.1 	31	other
5.7 	39	other
7.4 	38	other
6.9 	35	other
188.7 	292	nifK
5.9 	45	other
7.4 	37	other
7.4 	37	other
7.5 	46	other
7.5 	75	other
58.0 	272	other
6.1 	23	other
5.0 	50	other
9.3 	38	other
9.3 	59	other
5.1 	58	other
8.1 	47	other
8.1 	83	other
6.3 	51	other
5.4 	37	other
5.4 	39	other
56.7 	280	other
178.8 	288	nifK
6.1 	38	other
6.0 	36	other
5.9 	59	other
5.8 	42	other
7.6 	44	other
7.6 	84	other
189.6 	291	nifK
6.4 	31	other
6.0 	37	other
5.1 	39	other
8.2 	41	other
8.2 	26	other
8.2 	37	other
5.4 	38	other
5.4 	24	other
56.0 	268	other
56.0 	268	other
6.4 	31	other
65.3 	96	nifK
78.8 	135	nifK
6.4 	54	other
8.2 	41	other
8.2 	26	other
8.2 	37	other
31.6 	50	nifK
7.7 	44	other
7.7 	84	other
5.4 	38	other
5.4 	26	other
5.8 	42	other
8.6 	61	other
8.6 	25	other
7.1 	41	other
9.5 	61	other
9.5 	106	other
9.0 	60	other
9.0 	130	other
5.4 	36	other
9.4 	61	other
9.4 	106	other
8.8 	61	other
8.8 	21	other
5.6 	31	other
5.6 	63	other
9.1 	61	other
9.1 	75	other
8.5 	61	other
8.5 	25	other
8.6 	57	other
8.6 	106	other
8.9 	61	other
8.9 	75	other
6.0 	47	other
7.0 	44	other
7.0 	73	other
8.1 	36	other
55.5 	268	other
7.0 	57	other
189.1 	291	nifK
10.3 	46	other
10.3 	23	other
6.0 	38	other
6.0 	37	other
7.5 	63	other
5.3 	33	other
7.0 	41	other
7.8 	47	other
8.6 	45	other
8.6 	50	other
5.8 	39	other
6.6 	43	other
6.6 	103	other
5.7 	34	other
5.7 	42	other
7.4 	36	other
5.8 	33	other
56.5 	267	other
7.3 	36	other
8.0 	47	other
10.9 	45	other
10.9 	23	other
6.0 	34	other
5.8 	39	other
7.4 	36	other
56.6 	268	other
6.6 	43	other
6.6 	103	other
10.2 	45	other
5.7 	34	other
5.7 	42	other
6.1 	34	other
7.3 	36	other
10.2 	45	other
7.3 	36	other
56.6 	268	other
7.4 	36	other
6.1 	34	other
5.8 	39	other
6.6 	43	other
6.6 	103	other
5.7 	34	other
5.7 	42	other
5.8 	39	other
6.6 	43	other
6.6 	103	other
7.3 	35	other
8.0 	47	other
10.2 	45	other
56.6 	268	other
7.4 	36	other
5.7 	34	other
5.7 	42	other
6.0 	34	other
5.0 	38	other
5.8 	39	other
6.6 	43	other
6.6 	103	other
7.3 	35	other
8.0 	47	other
10.2 	45	other
6.0 	34	other
5.7 	34	other
5.7 	42	other
7.4 	36	other
56.5 	267	other
10.2 	45	other
7.3 	36	other
56.6 	268	other
7.4 	36	other
5.7 	34	other
5.7 	42	other
6.6 	43	other
6.6 	103	other
5.8 	39	other
6.1 	34	other
5.7 	34	other
5.7 	42	other
9.9 	43	other
7.3 	36	other
56.6 	268	other
6.0 	33	other
7.4 	36	other
6.0 	34	other
6.6 	43	other
6.6 	103	other
5.8 	39	other
5.1 	35	other
6.0 	34	other
5.7 	34	other
5.7 	42	other
7.4 	36	other
56.6 	268	other
10.2 	45	other
8.0 	47	other
7.3 	35	other
6.6 	43	other
6.6 	103	other
5.8 	39	other
5.0 	38	other
5.7 	57	other
55.2 	268	other
8.4 	43	other
8.4 	71	other
8.2 	40	other
5.7 	44	other
5.3 	37	other
6.3 	82	other
6.1 	33	other
10.0 	51	other
7.2 	31	other
7.2 	34	other
7.2 	21	other
8.2 	40	other
178.1 	288	other
7.0 	44	other
7.0 	35	other
5.4 	39	other
5.8 	35	other
31.6 	191	other
18.7 	60	other
5.0 	65	other
5.0 	34	other
4.9 	34	other
8.2 	39	other
6.0 	42	other
55.8 	268	other
6.4 	33	other
5.2 	43	other
7.3 	35	other
7.4 	38	other
10.1 	62	other
10.1 	28	other
5.3 	40	other
5.3 	55	other
5.1 	36	other
8.3 	37	other
7.6 	50	other
6.3 	44	other
6.4 	47	other
7.1 	39	other
8.2 	55	other
8.2 	80	other
7.1 	34	other
6.8 	35	other
9.6 	45	other
9.6 	61	other
54.9 	268	other
9.1 	40	other
9.1 	12	other
9.1 	20	other
6.4 	35	other
5.0 	39	other
7.6 	37	other
186.1 	285	nifK
6.9 	42	other
9.1 	36	other
9.1 	27	other
6.9 	42	other
6.2 	46	other
54.0 	266	other
9.5 	210	other
5.6 	29	other
5.6 	57	other
5.3 	36	other
56.2 	269	other
8.7 	36	other
5.6 	39	other
5.6 	30	other
6.7 	61	other
5.6 	37	other
9.4 	47	other
9.4 	84	other
7.3 	35	other
9.5 	39	other
6.0 	32	other
7.9 	37	other
9.0 	48	other
5.5 	39	other
8.4 	43	other
8.4 	75	other
55.8 	268	other
57.5 	254	other
7.8 	51	other
6.0 	43	other
6.0 	10	other
5.9 	40	other
6.3 	46	other
7.0 	45	other
6.1 	48	other
7.2 	59	other
190.7 	293	nifK
6.6 	36	other
5.5 	40	other
8.6 	50	other
8.0 	45	other
8.0 	106	other
7.4 	47	other
55.7 	268	other
56.0 	269	other
5.8 	42	other
5.1 	40	other
6.7 	53	other
7.1 	48	other
7.1 	26	other
7.1 	37	other
6.5 	32	other
7.9 	44	other
7.9 	113	other
89.3 	146	nifK
61.3 	92	nifK
32.6 	50	nifK
5.3 	37	other
7.5 	45	other
7.5 	48	other
6.6 	46	other
6.6 	55	other
7.0 	63	other
7.0 	21	other
7.1 	47	other
7.7 	45	other
7.7 	44	other
7.7 	45	other
7.7 	44	other
6.7 	34	other
6.7 	33	other
6.2 	49	other
7.4 	46	other
7.4 	73	other
8.9 	43	other
56.2 	271	other
188.4 	291	nifK
7.0 	49	other
58.1 	263	other
5.5 	46	other
58.8 	263	other
5.2 	39	other
58.4 	263	other
5.5 	43	other
58.2 	263	other
5.2 	40	other
5.6 	41	other
58.1 	263	other
58.1 	263	other
5.5 	46	other
58.1 	263	other
6.0 	47	other
58.1 	263	other
5.6 	41	other
58.1 	263	other
5.6 	41	other
58.1 	263	other
57.6 	262	other
5.3 	40	other
58.1 	263	other
5.6 	41	other
58.1 	263	other
5.5 	37	other
5.2 	39	other
38.2 	209	other
5.5 	46	other
58.1 	263	other
5.5 	46	other
58.1 	263	other
5.7 	46	other
58.1 	263	other
5.4 	41	other
58.1 	263	other
5.5 	46	other
5.5 	46	other
58.1 	263	other
5.4 	39	other
58.1 	263	other
5.2 	81	other
5.5 	46	other
58.1 	263	other
5.5 	46	other
5.0 	59	other
5.3 	39	other
58.1 	263	other
58.1 	263	other
5.5 	46	other
58.1 	263	other
5.5 	46	other
5.5 	46	other
58.1 	263	other
5.2 	40	other
5.5 	46	other
58.1 	263	other
58.1 	263	other
13.3 	124	other
5.5 	46	other
58.1 	263	other
5.7 	35	other
5.7 	20	other
5.5 	46	other
57.1 	246	other
6.1 	35	other
6.1 	44	other
7.3 	35	other
49.2 	165	other
5.9 	33	other
6.6 	36	other
6.1 	34	other
7.6 	47	other
7.6 	22	other
5.8 	39	other
6.6 	43	other
6.6 	103	other
5.6 	34	other
5.6 	41	other
10.2 	45	other
7.0 	41	other
5.3 	35	other
8.9 	39	other
8.9 	58	other
5.6 	32	other
5.8 	38	other
7.7 	35	other
7.7 	19	other
11.7 	46	other
11.7 	22	other
9.0 	47	other
9.0 	84	other
55.7 	270	other
5.7 	39	other
8.3 	36	other
56.0 	269	other
7.9 	39	other
8.4 	41	other
5.6 	42	other
5.8 	39	other
8.1 	43	other
8.1 	53	other
7.0 	42	other
7.0 	20	other
6.1 	44	other
8.0 	39	other
8.0 	31	other
8.0 	14	other
186.7 	290	nifK
5.1 	37	other
5.7 	41	other
7.1 	33	other
9.3 	45	other
9.3 	104	other
7.0 	32	other
6.2 	48	other
7.5 	50	other
187.6 	292	nifK
56.6 	270	other
11.6 	46	other
11.6 	24	other
5.4 	37	other
187.6 	286	nifK
7.3 	34	other
7.3 	29	other
8.8 	41	other
6.7 	49	other
6.7 	50	other
6.5 	44	other
57.5 	254	other
5.4 	44	other
9.2 	34	other
9.2 	53	other
6.9 	44	other
58.1 	263	other
6.9 	44	other
6.9 	98	other
7.2 	50	other
7.2 	49	other
6.7 	30	other
6.7 	50	other
57.4 	257	other
7.2 	43	other
7.2 	30	other
6.0 	47	other
176.0 	286	nifK
56.4 	270	other
7.8 	43	other
5.3 	40	other
6.9 	32	other
7.6 	57	other
7.6 	23	other
6.1 	26	other
6.1 	46	other
5.6 	42	other
8.1 	58	other
5.2 	33	other
5.2 	53	other
6.3 	44	other
6.3 	58	other
6.4 	53	other
57.9 	274	other
180.1 	288	nifK
6.0 	37	other
6.0 	26	other
58.6 	263	other
5.5 	45	other
59.5 	263	other
5.1 	44	other
6.2 	43	other
5.4 	42	other
58.5 	263	other
5.4 	42	other
58.5 	263	other
5.4 	37	other
58.6 	263	other
58.2 	263	other
5.6 	46	other
5.4 	42	other
58.5 	263	other
5.5 	44	other
58.1 	263	other
5.0 	38	other
5.5 	46	other
58.4 	263	other
5.7 	43	other
58.1 	263	other
58.6 	263	other
5.5 	45	other
58.4 	263	other
5.2 	40	other
5.2 	40	other
58.4 	263	other
5.2 	40	other
58.4 	263	other
57.7 	262	other
5.5 	45	other
60.2 	263	other
6.0 	47	other
9.4 	48	other
9.4 	57	other
60.1 	263	other
58.9 	263	other
5.9 	47	other
58.9 	263	other
5.9 	47	other
6.1 	42	other
60.0 	263	other
60.2 	263	other
6.0 	47	other
6.0 	47	other
60.2 	263	other
5.3 	42	other
5.3 	101	other
7.1 	50	other
7.1 	52	other
58.8 	263	other
7.1 	50	other
7.1 	52	other
5.3 	42	other
5.3 	101	other
58.8 	263	other
7.1 	50	other
7.1 	52	other
5.3 	42	other
5.3 	101	other
58.8 	263	other
60.2 	263	other
6.0 	47	other
60.2 	263	other
6.0 	47	other
7.4 	45	other
7.4 	22	other
5.4 	38	other
6.1 	37	other
9.2 	32	other
9.2 	45	other
6.3 	31	other
6.0 	45	other
190.7 	292	nifK
19.0 	49	nifK
5.1 	39	other
185.3 	293	other
56.3 	268	other
5.6 	39	other
5.6 	19	other
5.6 	30	other
5.4 	32	other
6.6 	47	other
6.6 	50	other
8.0 	36	other
185.2 	286	nifK
9.1 	39	other
5.1 	41	other
8.5 	62	other
8.5 	17	other
8.5 	20	other
56.6 	268	other
10.9 	43	other
10.9 	21	other
5.6 	33	other
5.6 	43	other
5.6 	26	other
7.7 	31	other
4.9 	39	other
5.6 	31	other
5.6 	25	other
6.1 	42	other
55.6 	268	other
188.2 	290	nifK
8.5 	46	other
8.5 	42	other
5.9 	58	other
8.2 	37	other
5.6 	36	other
6.6 	49	other
9.4 	123	other
11.0 	46	other
7.4 	36	other
7.4 	42	other
10.2 	50	other
58.2 	274	other
5.6 	42	other
8.8 	56	other
8.8 	41	other
5.1 	35	other
9.8 	55	other
9.8 	35	other
77.3 	130	nifK
61.3 	92	nifK
32.5 	50	nifK
6.5 	32	other
5.8 	35	other
186.4 	292	other
5.1 	102	other
6.4 	38	other
6.4 	26	other
6.4 	36	other
5.9 	42	other
5.3 	46	other
5.8 	35	other
55.7 	269	other
5.3 	37	other
6.5 	32	other
5.6 	56	other
55.1 	272	other
5.5 	39	other
8.3 	43	other
8.3 	29	other
7.6 	42	other
7.6 	25	other
5.0 	38	other
5.0 	14	other
55.5 	275	other
5.1 	32	other
5.6 	39	other
5.9 	48	other
8.6 	37	other
8.6 	22	other
5.6 	53	other
5.7 	42	other
5.7 	31	other
6.4 	31	other
55.5 	275	other
5.1 	32	other
5.6 	39	other
5.9 	48	other
8.6 	37	other
8.6 	22	other
5.6 	53	other
5.7 	42	other
5.7 	31	other
6.4 	31	other
7.0 	33	other
7.0 	35	other
7.0 	49	other
8.9 	40	other
5.1 	36	other
186.4 	293	other
6.1 	40	other
175.3 	258	nifK
14.7 	39	nifK
6.7 	32	other
6.7 	101	other
7.3 	46	other
7.3 	71	other
6.7 	64	other
6.7 	17	other
56.3 	271	other
6.0 	47	other
9.7 	34	other
9.7 	47	other
5.4 	40	other
5.4 	42	other
7.6 	33	other
7.6 	44	other
5.0 	43	other
6.5 	32	other
190.4 	292	nifK
5.9 	43	other
55.8 	272	other
5.5 	35	other
6.9 	45	other
6.9 	73	other
4.9 	41	other
5.9 	41	other
5.9 	27	other
6.9 	33	other
6.9 	25	other
6.9 	22	other
6.5 	31	other
189.6 	293	nifK
56.9 	274	other
7.3 	46	other
5.9 	43	other
6.9 	41	other
12.4 	39	other
12.4 	62	other
7.3 	85	other
6.6 	37	other
179.0 	288	nifK
5.1 	30	other
5.7 	45	other
6.1 	44	other
6.1 	36	other
5.3 	35	other
5.3 	65	other
5.6 	26	other
5.6 	34	other
7.1 	38	other
56.3 	270	other
6.9 	43	other
6.9 	75	other
6.7 	54	other
6.5 	36	other
5.7 	34	other
5.7 	34	other
7.0 	27	other
7.0 	35	other
7.0 	20	other
6.6 	43	other
5.6 	20	other
5.6 	21	other
6.5 	37	other
6.5 	22	other
5.3 	39	other
55.3 	270	other
8.3 	48	other
10.1 	43	other
10.1 	24	other
5.2 	84	other
6.2 	56	other
6.2 	37	other
7.0 	27	other
7.0 	35	other
7.0 	20	other
5.4 	35	other
5.4 	29	other
6.6 	43	other
10.0 	43	other
10.0 	24	other
9.0 	48	other
5.3 	39	other
55.3 	270	other
5.7 	34	other
5.7 	34	other
5.2 	84	other
5.2 	84	other
6.2 	56	other
6.2 	37	other
6.1 	50	other
6.5 	37	other
6.5 	22	other
5.6 	20	other
5.6 	21	other
9.0 	60	other
9.0 	130	other
9.0 	60	other
9.0 	130	other
8.6 	156	other
11.0 	46	other
8.4 	123	other
9.9 	55	other
9.9 	35	other
5.1 	35	other
7.0 	36	other
7.0 	42	other
9.7 	48	other
58.4 	273	other
6.6 	49	other
5.6 	42	other
7.6 	56	other
5.5 	43	other
6.7 	44	other
6.1 	39	other
57.1 	262	other
6.7 	48	other
6.6 	44	other
6.8 	48	other
57.5 	263	other
6.7 	43	other
6.6 	49	other
57.9 	247	other
7.5 	34	other
7.5 	52	other
5.4 	44	other
5.4 	43	other
57.7 	262	other
10.0 	106	other
5.1 	37	other
57.3 	252	other
6.2 	44	other
6.2 	34	other
6.2 	51	other
10.8 	45	other
9.8 	55	other
9.8 	35	other
7.2 	54	other
8.5 	123	other
6.6 	49	other
58.2 	274	other
7.1 	36	other
7.1 	42	other
6.1 	40	other
7.0 	43	other
8.6 	156	other
7.9 	40	other
189.1 	291	nifK
6.0 	38	other
6.0 	37	other
9.2 	40	other
7.5 	63	other
6.9 	32	other
6.0 	47	other
55.5 	268	other
5.3 	33	other
7.0 	41	other
6.7 	43	other
8.1 	36	other
7.0 	44	other
7.0 	73	other
9.4 	59	other
7.0 	57	other
6.3 	48	other
8.6 	36	other
55.4 	268	other
4.9 	35	other
5.5 	34	other
4.9 	44	other
4.9 	43	other
5.4 	39	other
7.9 	44	other
7.9 	75	other
5.7 	48	other
6.4 	36	other
6.4 	42	other
6.3 	43	other
6.4 	31	other
6.4 	38	other
6.4 	26	other
6.4 	36	other
5.4 	38	other
5.8 	42	other
11.1 	130	other
42.4 	134	nifK
5.3 	37	other
7.9 	44	other
7.9 	113	other
77.2 	129	nifK
61.8 	92	nifK
32.6 	50	nifK
7.9 	43	other
7.9 	42	other
6.6 	37	other
190.6 	292	nifK
55.7 	268	other
5.3 	42	other
5.7 	45	other
5.2 	38	other
10.3 	45	other
6.6 	34	other
5.0 	32	other
181.4 	283	nifK
5.9 	39	other
56.2 	259	other
5.1 	39	other
8.1 	55	other
8.1 	45	other
11.0 	44	other
8.7 	40	other
6.6 	41	other
6.6 	55	other
5.9 	32	other
5.9 	16	other
7.4 	33	other
8.4 	36	other
5.6 	39	other
7.3 	39	other
7.3 	39	other
5.7 	43	other
154.9 	272	nifK
55.1 	268	other
11.0 	46	other
11.0 	114	other
5.1 	31	other
7.7 	35	other
6.1 	31	other
6.0 	42	other
6.8 	50	other
8.1 	38	other
10.1 	62	other
10.1 	28	other
56.7 	268	other
56.2 	274	other
6.1 	52	other
6.6 	32	other
188.9 	292	nifK
5.7 	31	other
5.6 	44	other
5.6 	37	other
5.1 	37	other
7.4 	43	other
11.5 	45	other
11.5 	24	other
5.3 	37	other
6.0 	45	other
6.4 	42	other
6.4 	20	other
7.1 	46	other
7.1 	71	other
6.3 	34	other
57.8 	268	other
5.4 	37	other
5.4 	77	other
5.8 	45	other
11.8 	37	other
11.8 	56	other
11.7 	46	other
11.7 	22	other
9.0 	47	other
9.0 	84	other
5.6 	32	other
7.5 	35	other
7.5 	19	other
8.3 	36	other
5.7 	39	other
5.9 	38	other
55.8 	270	other
10.6 	45	other
10.6 	55	other
5.1 	35	other
5.1 	22	other
8.6 	54	other
6.6 	35	other
6.6 	25	other
7.5 	33	other
6.3 	58	other
8.6 	59	other
8.6 	86	other
54.4 	267	other
6.4 	37	other
54.7 	267	other
6.2 	33	other
5.7 	75	other
8.6 	60	other
8.6 	82	other
6.1 	58	other
8.3 	82	other
8.3 	23	other
6.7 	43	other
6.7 	54	other
8.0 	70	other
190.2 	291	nifK
188.1 	290	nifK
7.1 	34	other
7.1 	42	other
7.4 	43	other
7.4 	73	other
6.8 	37	other
56.4 	268	other
7.2 	58	other
5.2 	38	other
5.5 	49	other
8.2 	45	other
8.0 	48	other
5.9 	56	other
6.9 	27	other
6.9 	41	other
5.7 	29	other
5.7 	20	other
5.7 	17	other
5.7 	39	other
55.7 	271	other
5.1 	49	other
7.7 	42	other
7.7 	38	other
7.7 	38	other
9.1 	39	other
5.4 	96	other
9.1 	43	other
9.1 	47	other
11.7 	43	other
11.7 	22	other
185.7 	286	nifK
5.4 	38	other
10.5 	45	other
10.5 	21	other
6.0 	45	other
5.9 	31	other
6.4 	34	other
7.2 	46	other
7.2 	72	other
58.2 	272	other
5.5 	47	other
6.7 	39	other
6.7 	34	other
5.5 	37	other
5.5 	75	other
5.7 	45	other
5.7 	64	other
5.2 	36	other
5.2 	26	other
6.9 	41	other
189.7 	291	nifK
7.1 	61	other
7.1 	20	other
6.0 	38	other
6.0 	38	other
6.2 	43	other
7.8 	36	other
7.1 	45	other
7.1 	74	other
55.4 	268	other
6.6 	49	other
11.0 	46	other
9.8 	49	other
8.4 	123	other
58.2 	273	other
5.6 	34	other
8.5 	156	other
7.1 	36	other
7.1 	42	other
5.6 	42	other
7.8 	54	other
5.5 	35	other
9.9 	55	other
9.9 	35	other
189.4 	292	nifK
6.7 	34	other
5.2 	37	other
6.1 	52	other
9.5 	43	other
56.3 	277	other
5.4 	43	other
5.4 	26	other
5.4 	36	other
7.3 	43	other
7.3 	19	other
7.7 	44	other
7.7 	74	other
5.8 	43	other
56.5 	272	other
188.5 	289	nifK
9.9 	62	other
5.8 	48	other
5.3 	72	other
6.4 	40	other
6.4 	26	other
6.4 	36	other
78.6 	135	nifK
98.5 	144	nifK
5.1 	37	other
5.1 	30	other
10.2 	46	other
6.9 	57	other
6.6 	33	other
7.9 	44	other
7.9 	84	other
5.9 	42	other
32.7 	66	other
61.8 	92	nifK
77.0 	130	nifK
5.3 	39	other
7.6 	44	other
7.6 	81	other
56.1 	269	other
7.2 	40	other
7.2 	36	other
9.8 	44	other
9.4 	43	other
5.1 	38	other
6.4 	32	other
6.3 	33	other
6.3 	28	other
6.3 	16	other
56.3 	268	other
7.6 	45	other
7.6 	42	other
78.6 	134	nifK
97.4 	143	nifK
9.9 	63	other
56.3 	268	other
7.6 	45	other
7.6 	42	other
6.4 	32	other
5.1 	38	other
9.4 	43	other
10.7 	45	other
10.7 	31	other
189.2 	291	nifK
6.3 	33	other
6.3 	28	other
6.3 	16	other
6.2 	56	other
6.2 	37	other
5.9 	44	other
6.9 	28	other
6.9 	35	other
6.9 	20	other
6.6 	43	other
9.9 	43	other
9.9 	24	other
5.3 	39	other
8.6 	49	other
55.2 	270	other
5.7 	34	other
5.9 	47	other
56.0 	270	other
98.4 	143	nifK
77.0 	131	nifK
8.2 	36	other
6.6 	34	other
5.5 	37	other
6.7 	42	other
6.7 	47	other
6.7 	37	other
7.5 	45	other
7.5 	74	other
5.8 	42	other
6.9 	44	other
6.9 	101	other
7.2 	50	other
7.2 	49	other
57.3 	257	other
6.9 	44	other
6.9 	101	other
7.2 	50	other
7.2 	49	other
57.3 	257	other
5.7 	43	other
5.5 	32	other
5.5 	49	other
57.6 	247	other
58.7 	262	other
7.4 	48	other
7.4 	52	other
5.3 	42	other
7.5 	50	other
7.5 	53	other
5.3 	42	other
58.5 	263	other
5.3 	42	other
7.6 	48	other
7.6 	52	other
58.7 	262	other
58.7 	262	other
5.3 	42	other
7.2 	45	other
7.2 	52	other
58.7 	262	other
7.1 	44	other
7.1 	52	other
5.3 	42	other
5.3 	22	other
58.7 	262	other
5.3 	42	other
5.3 	22	other
7.1 	44	other
7.1 	52	other
58.7 	262	other
7.0 	44	other
7.0 	52	other
5.3 	42	other
57.6 	247	other
5.5 	32	other
5.5 	49	other
5.7 	43	other
7.6 	48	other
7.6 	52	other
5.3 	42	other
58.7 	262	other
58.7 	262	other
7.1 	44	other
7.1 	52	other
5.3 	42	other
57.6 	247	other
5.4 	32	other
5.4 	49	other
5.7 	43	other
5.9 	42	other
8.6 	50	other
7.3 	39	other
7.3 	39	other
11.3 	46	other
11.3 	115	other
55.1 	268	other
5.1 	31	other
5.1 	17	other
155.6 	272	nifK
5.6 	39	other
5.0 	82	other
6.1 	40	other
6.0 	32	other
6.0 	25	other
5.8 	34	other
6.3 	43	other
6.3 	26	other
56.3 	268	other
5.9 	42	other
8.4 	38	other
8.4 	55	other
8.4 	45	other
8.4 	62	other
7.8 	40	other
7.8 	43	other
5.9 	27	other
5.9 	21	other
5.1 	42	other
9.7 	43	other
9.7 	21	other
5.3 	32	other
5.8 	31	other
7.5 	40	other
7.5 	48	other
55.5 	268	other
182.9 	284	nifK
5.5 	39	other
9.4 	47	other
9.4 	107	other
183.0 	287	nifK
61.8 	92	nifK
5.3 	37	other
6.4 	37	other
6.4 	26	other
6.4 	36	other
55.7 	269	other
6.4 	31	other
6.7 	38	other
77.3 	131	nifK
5.8 	42	other
7.9 	44	other
7.9 	113	other
32.6 	50	nifK
8.2 	36	other
6.6 	33	other
5.9 	42	other
32.7 	66	other
7.2 	40	other
7.2 	36	other
7.6 	44	other
7.6 	81	other
61.8 	92	nifK
77.0 	130	nifK
56.1 	269	other
5.3 	39	other
7.6 	44	other
7.6 	81	other
5.3 	39	other
8.3 	53	other
56.1 	269	other
77.0 	130	nifK
98.0 	143	other
5.9 	42	other
7.2 	40	other
7.2 	36	other
6.6 	33	other
5.3 	39	other
6.6 	33	other
77.0 	130	nifK
61.8 	92	nifK
7.6 	44	other
7.6 	81	other
7.9 	44	other
7.9 	84	other
5.9 	42	other
32.7 	66	other
56.1 	269	other
7.2 	40	other
7.2 	36	other
6.4 	31	other
57.4 	262	other
7.8 	44	other
7.8 	86	other
5.3 	37	other
5.3 	31	other
98.0 	143	other
77.3 	131	nifK
5.7 	39	other
6.4 	38	other
6.4 	26	other
6.4 	36	other
5.7 	39	other
57.4 	262	other
6.4 	31	other
5.8 	35	other
5.9 	71	other
6.4 	37	other
6.4 	26	other
6.4 	36	other
8.3 	49	other
77.3 	131	nifK
98.0 	143	other
5.3 	37	other
5.3 	31	other
7.8 	44	other
